lr-Adam,step,train_loss_step,epoch,train_loss_epoch,val_loss
,407199,0.037251442670822144,16,,
0.0001,407249,,,,
,407249,0.04125989228487015,16,,
0.0001,407299,,,,
,407299,0.035018276423215866,16,,
0.0001,407349,,,,
,407349,0.015922781080007553,16,,
0.0001,407399,,,,
,407399,0.030631976202130318,16,,
0.0001,407449,,,,
,407449,0.05352059751749039,16,,
0.0001,407499,,,,
,407499,0.037040241062641144,16,,
0.0001,407549,,,,
,407549,0.04582947492599487,16,,
0.0001,407599,,,,
,407599,0.021525995805859566,16,,
0.0001,407649,,,,
,407649,0.012682856991887093,16,,
0.0001,407699,,,,
,407699,0.0433926060795784,16,,
0.0001,407749,,,,
,407749,0.05493476241827011,16,,
0.0001,407799,,,,
,407799,0.04399093613028526,16,,
0.0001,407849,,,,
,407849,0.06012657657265663,16,,
0.0001,407899,,,,
,407899,0.0405053086578846,16,,
0.0001,407949,,,,
,407949,0.022150395438075066,16,,
0.0001,407999,,,,
,407999,0.025126062333583832,16,,
0.0001,408049,,,,
,408049,0.02098521962761879,16,,
0.0001,408099,,,,
,408099,0.011074947193264961,16,,
0.0001,408149,,,,
,408149,0.006617730017751455,16,,
0.0001,408199,,,,
,408199,0.025464234873652458,16,,
0.0001,408249,,,,
,408249,0.003938749432563782,16,,
0.0001,408299,,,,
,408299,0.009776109829545021,16,,
0.0001,408349,,,,
,408349,0.024576742202043533,16,,
0.0001,408399,,,,
,408399,0.013936863280832767,16,,
0.0001,408449,,,,
,408449,0.011670217849314213,16,,
0.0001,408499,,,,
,408499,0.02335045114159584,16,,
0.0001,408549,,,,
,408549,0.03929844871163368,16,,
0.0001,408599,,,,
,408599,0.03649859130382538,16,,
0.0001,408649,,,,
,408649,0.02932962216436863,16,,
0.0001,408699,,,,
,408699,0.026905741542577744,16,,
0.0001,408749,,,,
,408749,0.009035498835146427,16,,
0.0001,408799,,,,
,408799,0.04991377517580986,16,,
0.0001,408849,,,,
,408849,0.047464706003665924,16,,
0.0001,408899,,,,
,408899,0.011225220747292042,16,,
0.0001,408949,,,,
,408949,0.04188727214932442,16,,
0.0001,408999,,,,
,408999,0.0317230261862278,16,,
0.0001,409049,,,,
,409049,0.014358947984874249,16,,
0.0001,409099,,,,
,409099,0.0448792539536953,16,,
0.0001,409149,,,,
,409149,0.01982986554503441,16,,
0.0001,409199,,,,
,409199,0.04312048852443695,16,,
0.0001,409249,,,,
,409249,0.018109899014234543,16,,
0.0001,409299,,,,
,409299,0.008032556623220444,16,,
0.0001,409349,,,,
,409349,0.014480311423540115,16,,
0.0001,409399,,,,
,409399,0.04139786958694458,16,,
0.0001,409449,,,,
,409449,0.026540936902165413,16,,
0.0001,409499,,,,
,409499,0.03928295522928238,16,,
0.0001,409549,,,,
,409549,0.018039915710687637,16,,
0.0001,409599,,,,
,409599,0.0155777707695961,16,,
0.0001,409649,,,,
,409649,0.034883756190538406,16,,
0.0001,409699,,,,
,409699,0.0026412298902869225,16,,
0.0001,409749,,,,
,409749,0.012051042169332504,16,,
0.0001,409799,,,,
,409799,0.0528777576982975,16,,
0.0001,409849,,,,
,409849,0.021522684022784233,16,,
0.0001,409899,,,,
,409899,0.03294907882809639,16,,
0.0001,409949,,,,
,409949,0.053405482321977615,16,,
0.0001,409999,,,,
,409999,0.03692212700843811,16,,
0.0001,410049,,,,
,410049,0.021868307143449783,16,,
0.0001,410099,,,,
,410099,0.04559706151485443,16,,
0.0001,410149,,,,
,410149,0.027542725205421448,16,,
0.0001,410199,,,,
,410199,0.010619421489536762,16,,
0.0001,410249,,,,
,410249,0.006332196295261383,16,,
0.0001,410299,,,,
,410299,0.04291784018278122,16,,
0.0001,410349,,,,
,410349,0.05023976415395737,16,,
0.0001,410399,,,,
,410399,0.03732321038842201,16,,
0.0001,410449,,,,
,410449,0.017863096669316292,16,,
0.0001,410499,,,,
,410499,0.00989330094307661,16,,
0.0001,410549,,,,
,410549,0.0031710928305983543,16,,
0.0001,410599,,,,
,410599,0.033435553312301636,16,,
0.0001,410649,,,,
,410649,0.05197611823678017,16,,
0.0001,410699,,,,
,410699,0.04834488034248352,16,,
0.0001,410749,,,,
,410749,0.05973104387521744,16,,
0.0001,410799,,,,
,410799,0.034822747111320496,16,,
0.0001,410849,,,,
,410849,0.03727274388074875,16,,
0.0001,410899,,,,
,410899,0.0543782114982605,16,,
0.0001,410949,,,,
,410949,0.011265607550740242,16,,
0.0001,410999,,,,
,410999,0.03168599680066109,16,,
0.0001,411049,,,,
,411049,0.03941285237669945,16,,
0.0001,411099,,,,
,411099,0.0321992002427578,16,,
0.0001,411149,,,,
,411149,0.02761862799525261,16,,
0.0001,411199,,,,
,411199,0.03495066985487938,16,,
0.0001,411249,,,,
,411249,0.04010886698961258,16,,
0.0001,411299,,,,
,411299,0.028811737895011902,16,,
0.0001,411349,,,,
,411349,0.029413126409053802,16,,
0.0001,411399,,,,
,411399,0.02808949165046215,16,,
0.0001,411449,,,,
,411449,0.035436246544122696,16,,
0.0001,411499,,,,
,411499,0.027121469378471375,16,,
0.0001,411549,,,,
,411549,0.037544555962085724,16,,
0.0001,411599,,,,
,411599,0.04045194759964943,16,,
0.0001,411649,,,,
,411649,0.027387024834752083,16,,
0.0001,411699,,,,
,411699,0.004305318463593721,16,,
0.0001,411749,,,,
,411749,0.0343078076839447,16,,
0.0001,411799,,,,
,411799,0.03526594489812851,16,,
0.0001,411849,,,,
,411849,0.02934623695909977,16,,
0.0001,411899,,,,
,411899,0.03657190874218941,16,,
0.0001,411949,,,,
,411949,0.004659431986510754,16,,
0.0001,411999,,,,
,411999,0.03080090694129467,16,,
0.0001,412049,,,,
,412049,0.04547327384352684,16,,
0.0001,412099,,,,
,412099,0.033931925892829895,16,,
0.0001,412149,,,,
,412149,0.0231387410312891,16,,
0.0001,412199,,,,
,412199,0.03160068765282631,16,,
0.0001,412249,,,,
,412249,0.04167575016617775,16,,
0.0001,412299,,,,
,412299,0.02595963142812252,16,,
0.0001,412349,,,,
,412349,0.03614677116274834,16,,
0.0001,412399,,,,
,412399,0.02959745191037655,16,,
0.0001,412449,,,,
,412449,0.03361792117357254,16,,
0.0001,412499,,,,
,412499,0.039780911058187485,16,,
0.0001,412549,,,,
,412549,0.04902387037873268,16,,
0.0001,412599,,,,
,412599,0.010327215306460857,16,,
0.0001,412649,,,,
,412649,0.011843244545161724,16,,
0.0001,412699,,,,
,412699,0.022884568199515343,16,,
0.0001,412749,,,,
,412749,0.05283232405781746,16,,
0.0001,412799,,,,
,412799,0.019407901912927628,16,,
0.0001,412849,,,,
,412849,0.05662241205573082,16,,
0.0001,412899,,,,
,412899,0.01583528332412243,16,,
0.0001,412949,,,,
,412949,0.007654104847460985,16,,
0.0001,412999,,,,
,412999,0.05963803827762604,16,,
0.0001,413049,,,,
,413049,0.021114954724907875,16,,
0.0001,413099,,,,
,413099,0.020205402746796608,16,,
0.0001,413149,,,,
,413149,0.036459408700466156,16,,
0.0001,413199,,,,
,413199,0.027361424639821053,16,,
0.0001,413249,,,,
,413249,0.043864041566848755,16,,
0.0001,413299,,,,
,413299,0.018765075132250786,16,,
0.0001,413349,,,,
,413349,0.007967844605445862,16,,
0.0001,413399,,,,
,413399,0.042806290090084076,16,,
0.0001,413449,,,,
,413449,0.03382823243737221,16,,
0.0001,413499,,,,
,413499,0.006323822308331728,16,,
0.0001,413549,,,,
,413549,0.04001536965370178,16,,
0.0001,413599,,,,
,413599,0.03437578305602074,16,,
0.0001,413649,,,,
,413649,0.046331554651260376,16,,
0.0001,413699,,,,
,413699,0.045448411256074905,16,,
0.0001,413749,,,,
,413749,0.010539811104536057,16,,
0.0001,413799,,,,
,413799,0.03462577238678932,16,,
0.0001,413849,,,,
,413849,0.03313102200627327,16,,
0.0001,413899,,,,
,413899,0.04359908029437065,16,,
0.0001,413949,,,,
,413949,0.039521072059869766,16,,
0.0001,413999,,,,
,413999,0.04228099435567856,16,,
0.0001,414049,,,,
,414049,0.03192807361483574,16,,
0.0001,414099,,,,
,414099,0.04018965736031532,16,,
0.0001,414149,,,,
,414149,0.050266776233911514,16,,
0.0001,414199,,,,
,414199,0.042657509446144104,16,,
0.0001,414249,,,,
,414249,0.047871146351099014,16,,
0.0001,414299,,,,
,414299,0.007929529063403606,16,,
0.0001,414349,,,,
,414349,0.022101107984781265,16,,
0.0001,414399,,,,
,414399,0.030122803524136543,16,,
0.0001,414449,,,,
,414449,0.05095946043729782,16,,
0.0001,414499,,,,
,414499,0.033317599445581436,16,,
0.0001,414549,,,,
,414549,0.03067449852824211,16,,
0.0001,414599,,,,
,414599,0.026705564931035042,16,,
0.0001,414649,,,,
,414649,0.03362302854657173,16,,
0.0001,414699,,,,
,414699,0.005189045332372189,16,,
0.0001,414749,,,,
,414749,0.037798311561346054,16,,
0.0001,414799,,,,
,414799,0.06325557082891464,16,,
0.0001,414849,,,,
,414849,0.004149753134697676,16,,
0.0001,414899,,,,
,414899,0.015538583509624004,16,,
0.0001,414949,,,,
,414949,0.04926566034555435,16,,
0.0001,414999,,,,
,414999,0.04137514531612396,16,,
0.0001,415049,,,,
,415049,0.014391284435987473,16,,
0.0001,415099,,,,
,415099,0.03603777289390564,16,,
0.0001,415149,,,,
,415149,0.0517679788172245,16,,
0.0001,415199,,,,
,415199,0.04633551836013794,16,,
0.0001,415249,,,,
,415249,0.005615915637463331,16,,
0.0001,415299,,,,
,415299,0.04050598293542862,16,,
0.0001,415349,,,,
,415349,0.023728054016828537,16,,
0.0001,415399,,,,
,415399,0.054512783885002136,16,,
0.0001,415449,,,,
,415449,0.03819052875041962,16,,
0.0001,415499,,,,
,415499,0.049878720194101334,16,,
0.0001,415549,,,,
,415549,0.01759945973753929,16,,
0.0001,415599,,,,
,415599,0.04634717479348183,16,,
0.0001,415649,,,,
,415649,0.027842774987220764,16,,
0.0001,415699,,,,
,415699,0.03750453144311905,16,,
0.0001,415749,,,,
,415749,0.013873729854822159,16,,
0.0001,415799,,,,
,415799,0.033701878041028976,16,,
0.0001,415849,,,,
,415849,0.02941969223320484,16,,
0.0001,415899,,,,
,415899,0.05228814482688904,16,,
0.0001,415949,,,,
,415949,0.01358788926154375,16,,
0.0001,415999,,,,
,415999,0.029991459101438522,16,,
0.0001,416049,,,,
,416049,0.042019911110401154,16,,
0.0001,416099,,,,
,416099,0.0160044077783823,16,,
0.0001,416149,,,,
,416149,0.04128525033593178,16,,
0.0001,416199,,,,
,416199,0.043262653052806854,16,,
0.0001,416249,,,,
,416249,0.03755779191851616,16,,
0.0001,416299,,,,
,416299,0.012204237282276154,16,,
0.0001,416349,,,,
,416349,0.0327417328953743,16,,
0.0001,416399,,,,
,416399,0.056253936141729355,16,,
0.0001,416449,,,,
,416449,0.020841719582676888,16,,
0.0001,416499,,,,
,416499,0.039377421140670776,16,,
0.0001,416549,,,,
,416549,0.03798195347189903,16,,
0.0001,416599,,,,
,416599,0.04067147895693779,16,,
0.0001,416649,,,,
,416649,0.03143154829740524,16,,
0.0001,416699,,,,
,416699,0.06016683951020241,16,,
0.0001,416749,,,,
,416749,0.0396982841193676,16,,
0.0001,416799,,,,
,416799,0.03710049390792847,16,,
0.0001,416849,,,,
,416849,0.048910655081272125,16,,
0.0001,416899,,,,
,416899,0.018738608807325363,16,,
0.0001,416949,,,,
,416949,0.017303109169006348,16,,
0.0001,416999,,,,
,416999,0.006287361495196819,16,,
0.0001,417049,,,,
,417049,0.02585471235215664,16,,
0.0001,417099,,,,
,417099,0.031321264803409576,16,,
0.0001,417149,,,,
,417149,0.052730534225702286,16,,
0.0001,417199,,,,
,417199,0.03142033517360687,16,,
0.0001,417249,,,,
,417249,0.028046172112226486,16,,
0.0001,417299,,,,
,417299,0.020457187667489052,16,,
0.0001,417349,,,,
,417349,0.03058975376188755,16,,
0.0001,417399,,,,
,417399,0.030825242400169373,16,,
0.0001,417449,,,,
,417449,0.02096564508974552,16,,
0.0001,417499,,,,
,417499,0.028049632906913757,16,,
0.0001,417549,,,,
,417549,0.046665091067552567,16,,
0.0001,417599,,,,
,417599,0.044574324041604996,16,,
0.0001,417649,,,,
,417649,0.02741962857544422,16,,
0.0001,417699,,,,
,417699,0.04525337740778923,16,,
0.0001,417749,,,,
,417749,0.04232565313577652,16,,
0.0001,417799,,,,
,417799,0.026519831269979477,16,,
0.0001,417849,,,,
,417849,0.024786170572042465,16,,
0.0001,417899,,,,
,417899,0.014473158866167068,16,,
0.0001,417949,,,,
,417949,0.04575705528259277,16,,
0.0001,417999,,,,
,417999,0.01581648550927639,16,,
0.0001,418049,,,,
,418049,0.013780300505459309,16,,
0.0001,418099,,,,
,418099,0.049584001302719116,16,,
0.0001,418149,,,,
,418149,0.01239874679595232,16,,
0.0001,418199,,,,
,418199,0.06193991005420685,16,,
0.0001,418249,,,,
,418249,0.006405434105545282,16,,
0.0001,418299,,,,
,418299,0.047896627336740494,16,,
0.0001,418349,,,,
,418349,0.020063405856490135,16,,
0.0001,418399,,,,
,418399,0.045823514461517334,16,,
0.0001,418449,,,,
,418449,0.010302376933395863,16,,
0.0001,418499,,,,
,418499,0.014375305734574795,16,,
0.0001,418549,,,,
,418549,0.038006383925676346,16,,
0.0001,418599,,,,
,418599,0.03370772302150726,16,,
0.0001,418649,,,,
,418649,0.029241155833005905,16,,
0.0001,418699,,,,
,418699,0.04305632784962654,16,,
0.0001,418749,,,,
,418749,0.02026853896677494,16,,
0.0001,418799,,,,
,418799,0.04116471856832504,16,,
0.0001,418849,,,,
,418849,0.04611353576183319,16,,
0.0001,418899,,,,
,418899,0.045659855008125305,16,,
0.0001,418949,,,,
,418949,0.013909190893173218,16,,
0.0001,418999,,,,
,418999,0.03636522218585014,16,,
0.0001,419049,,,,
,419049,0.0175943560898304,16,,
0.0001,419099,,,,
,419099,0.0031188130378723145,16,,
0.0001,419149,,,,
,419149,0.02953728288412094,16,,
0.0001,419199,,,,
,419199,0.03246968612074852,16,,
0.0001,419249,,,,
,419249,0.029464660212397575,16,,
0.0001,419299,,,,
,419299,0.045750826597213745,16,,
0.0001,419349,,,,
,419349,0.005531459115445614,16,,
0.0001,419399,,,,
,419399,0.032820336520671844,16,,
0.0001,419449,,,,
,419449,0.03201089799404144,16,,
0.0001,419499,,,,
,419499,0.057533200830221176,16,,
0.0001,419549,,,,
,419549,0.051470063626766205,16,,
0.0001,419599,,,,
,419599,0.006418090313673019,16,,
0.0001,419649,,,,
,419649,0.04960862547159195,16,,
0.0001,419699,,,,
,419699,0.010064831003546715,16,,
0.0001,419749,,,,
,419749,0.020636100322008133,16,,
0.0001,419799,,,,
,419799,0.020870137959718704,16,,
0.0001,419849,,,,
,419849,0.02964054048061371,16,,
0.0001,419899,,,,
,419899,0.01872243359684944,16,,
0.0001,419949,,,,
,419949,0.039311185479164124,16,,
0.0001,419999,,,,
,419999,0.0033026274759322405,16,,
0.0001,420049,,,,
,420049,0.026411447674036026,16,,
0.0001,420099,,,,
,420099,0.05043400451540947,16,,
0.0001,420149,,,,
,420149,0.037505701184272766,16,,
0.0001,420199,,,,
,420199,0.03700606897473335,16,,
0.0001,420249,,,,
,420249,0.04222998395562172,16,,
0.0001,420299,,,,
,420299,0.04304926097393036,16,,
0.0001,420349,,,,
,420349,0.034202270209789276,16,,
0.0001,420399,,,,
,420399,0.0613931305706501,16,,
0.0001,420449,,,,
,420449,0.01104218140244484,16,,
0.0001,420499,,,,
,420499,0.00577147863805294,16,,
0.0001,420549,,,,
,420549,0.032675039023160934,16,,
0.0001,420599,,,,
,420599,0.02094486728310585,16,,
0.0001,420649,,,,
,420649,0.0380459763109684,16,,
0.0001,420699,,,,
,420699,0.0405554436147213,16,,
0.0001,420749,,,,
,420749,0.07506059110164642,16,,
0.0001,420799,,,,
,420799,0.03366686403751373,16,,
0.0001,420849,,,,
,420849,0.013448307290673256,16,,
0.0001,420899,,,,
,420899,0.015802297741174698,16,,
0.0001,420949,,,,
,420949,0.040394093841314316,16,,
0.0001,420999,,,,
,420999,0.0433284156024456,16,,
0.0001,421049,,,,
,421049,0.00572479423135519,16,,
0.0001,421099,,,,
,421099,0.018154293298721313,16,,
0.0001,421149,,,,
,421149,0.00433201203122735,16,,
0.0001,421199,,,,
,421199,0.03439794480800629,16,,
0.0001,421249,,,,
,421249,0.027527185156941414,16,,
0.0001,421299,,,,
,421299,0.031114928424358368,16,,
0.0001,421349,,,,
,421349,0.038773082196712494,16,,
0.0001,421399,,,,
,421399,0.0332164466381073,16,,
0.0001,421449,,,,
,421449,0.01615670882165432,16,,
0.0001,421499,,,,
,421499,0.0303195733577013,16,,
0.0001,421549,,,,
,421549,0.038306381553411484,16,,
0.0001,421599,,,,
,421599,0.03674722835421562,16,,
0.0001,421649,,,,
,421649,0.03832492232322693,16,,
0.0001,421699,,,,
,421699,0.0402211956679821,16,,
0.0001,421749,,,,
,421749,0.03588048741221428,16,,
0.0001,421799,,,,
,421799,0.02761921100318432,16,,
0.0001,421849,,,,
,421849,0.02045675739645958,16,,
0.0001,421899,,,,
,421899,0.046945881098508835,16,,
0.0001,421949,,,,
,421949,0.004671018570661545,16,,
0.0001,421999,,,,
,421999,0.011912445537745953,16,,
0.0001,422049,,,,
,422049,0.04647703468799591,16,,
0.0001,422099,,,,
,422099,0.0431537888944149,16,,
0.0001,422149,,,,
,422149,0.014842250384390354,16,,
0.0001,422199,,,,
,422199,0.04192856326699257,16,,
0.0001,422249,,,,
,422249,0.02616242505609989,16,,
0.0001,422299,,,,
,422299,0.04319608956575394,16,,
0.0001,422349,,,,
,422349,0.014572912827134132,16,,
0.0001,422399,,,,
,422399,0.06035219877958298,16,,
0.0001,422449,,,,
,422449,0.04089995473623276,16,,
0.0001,422499,,,,
,422499,0.024117114022374153,16,,
0.0001,422549,,,,
,422549,0.05833064764738083,16,,
0.0001,422599,,,,
,422599,0.03638073429465294,16,,
0.0001,422649,,,,
,422649,0.04264606535434723,16,,
0.0001,422699,,,,
,422699,0.011962594464421272,16,,
0.0001,422749,,,,
,422749,0.04609031602740288,16,,
0.0001,422799,,,,
,422799,0.040033064782619476,16,,
0.0001,422849,,,,
,422849,0.006032377481460571,16,,
0.0001,422899,,,,
,422899,0.06416302919387817,16,,
0.0001,422949,,,,
,422949,0.044694431126117706,16,,
0.0001,422999,,,,
,422999,0.03877422958612442,16,,
0.0001,423049,,,,
,423049,0.04804244637489319,16,,
0.0001,423099,,,,
,423099,0.027952169999480247,16,,
0.0001,423149,,,,
,423149,0.0344298891723156,16,,
0.0001,423199,,,,
,423199,0.05064186453819275,16,,
,423248,,16,0.032076578587293625,
,423248,,16,,0.030509911477565765
0.0001,423249,,,,
,423249,0.03228827938437462,17,,
0.0001,423299,,,,
,423299,0.03648640960454941,17,,
0.0001,423349,,,,
,423349,0.012407121248543262,17,,
0.0001,423399,,,,
,423399,0.016698874533176422,17,,
0.0001,423449,,,,
,423449,0.04742877185344696,17,,
0.0001,423499,,,,
,423499,0.0037934829015284777,17,,
0.0001,423549,,,,
,423549,0.042547326534986496,17,,
0.0001,423599,,,,
,423599,0.04894101247191429,17,,
0.0001,423649,,,,
,423649,0.03842289373278618,17,,
0.0001,423699,,,,
,423699,0.031359367072582245,17,,
0.0001,423749,,,,
,423749,0.03475641831755638,17,,
0.0001,423799,,,,
,423799,0.042854033410549164,17,,
0.0001,423849,,,,
,423849,0.05114459991455078,17,,
0.0001,423899,,,,
,423899,0.027692144736647606,17,,
0.0001,423949,,,,
,423949,0.0374138168990612,17,,
0.0001,423999,,,,
,423999,0.03970113396644592,17,,
0.0001,424049,,,,
,424049,0.01972084492444992,17,,
0.0001,424099,,,,
,424099,0.02621856890618801,17,,
0.0001,424149,,,,
,424149,0.03991314396262169,17,,
0.0001,424199,,,,
,424199,0.029415497556328773,17,,
0.0001,424249,,,,
,424249,0.044639702886343,17,,
0.0001,424299,,,,
,424299,0.02339985966682434,17,,
0.0001,424349,,,,
,424349,0.021301448345184326,17,,
0.0001,424399,,,,
,424399,0.0355401448905468,17,,
0.0001,424449,,,,
,424449,0.006165592465549707,17,,
0.0001,424499,,,,
,424499,0.02413441613316536,17,,
0.0001,424549,,,,
,424549,0.033427052199840546,17,,
0.0001,424599,,,,
,424599,0.023863673210144043,17,,
0.0001,424649,,,,
,424649,0.029971648007631302,17,,
0.0001,424699,,,,
,424699,0.023130539804697037,17,,
0.0001,424749,,,,
,424749,0.0554300881922245,17,,
0.0001,424799,,,,
,424799,0.036350950598716736,17,,
0.0001,424849,,,,
,424849,0.00451710494235158,17,,
0.0001,424899,,,,
,424899,0.013019362464547157,17,,
0.0001,424949,,,,
,424949,0.032726872712373734,17,,
0.0001,424999,,,,
,424999,0.04795326665043831,17,,
0.0001,425049,,,,
,425049,0.034180354326963425,17,,
0.0001,425099,,,,
,425099,0.05636276304721832,17,,
0.0001,425149,,,,
,425149,0.04273339360952377,17,,
0.0001,425199,,,,
,425199,0.04887548089027405,17,,
0.0001,425249,,,,
,425249,0.04299309477210045,17,,
0.0001,425299,,,,
,425299,0.03838672488927841,17,,
0.0001,425349,,,,
,425349,0.009567358531057835,17,,
0.0001,425399,,,,
,425399,0.008945302106440067,17,,
0.0001,425449,,,,
,425449,0.01766796223819256,17,,
0.0001,425499,,,,
,425499,0.04989873990416527,17,,
0.0001,425549,,,,
,425549,0.006446117535233498,17,,
0.0001,425599,,,,
,425599,0.04283946380019188,17,,
0.0001,425649,,,,
,425649,0.00349831348285079,17,,
0.0001,425699,,,,
,425699,0.014532307162880898,17,,
0.0001,425749,,,,
,425749,0.021397583186626434,17,,
0.0001,425799,,,,
,425799,0.04634399712085724,17,,
0.0001,425849,,,,
,425849,0.028960667550563812,17,,
0.0001,425899,,,,
,425899,0.029664866626262665,17,,
0.0001,425949,,,,
,425949,0.01647447608411312,17,,
0.0001,425999,,,,
,425999,0.009466968476772308,17,,
0.0001,426049,,,,
,426049,0.04216765612363815,17,,
0.0001,426099,,,,
,426099,0.03576013073325157,17,,
0.0001,426149,,,,
,426149,0.011803043074905872,17,,
0.0001,426199,,,,
,426199,0.04261552914977074,17,,
0.0001,426249,,,,
,426249,0.020203735679388046,17,,
0.0001,426299,,,,
,426299,0.036523714661598206,17,,
0.0001,426349,,,,
,426349,0.04341646283864975,17,,
0.0001,426399,,,,
,426399,0.04631322994828224,17,,
0.0001,426449,,,,
,426449,0.050443824380636215,17,,
0.0001,426499,,,,
,426499,0.045733317732810974,17,,
0.0001,426549,,,,
,426549,0.02748108096420765,17,,
0.0001,426599,,,,
,426599,0.03380051627755165,17,,
0.0001,426649,,,,
,426649,0.03167930990457535,17,,
0.0001,426699,,,,
,426699,0.035629067569971085,17,,
0.0001,426749,,,,
,426749,0.049990467727184296,17,,
0.0001,426799,,,,
,426799,0.048446595668792725,17,,
0.0001,426849,,,,
,426849,0.03869239240884781,17,,
0.0001,426899,,,,
,426899,0.0589071549475193,17,,
0.0001,426949,,,,
,426949,0.02234923094511032,17,,
0.0001,426999,,,,
,426999,0.023252295330166817,17,,
0.0001,427049,,,,
,427049,0.022694190964102745,17,,
0.0001,427099,,,,
,427099,0.048867207020521164,17,,
0.0001,427149,,,,
,427149,0.0034949814435094595,17,,
0.0001,427199,,,,
,427199,0.028576653450727463,17,,
0.0001,427249,,,,
,427249,0.04396740719676018,17,,
0.0001,427299,,,,
,427299,0.041241660714149475,17,,
0.0001,427349,,,,
,427349,0.043028637766838074,17,,
0.0001,427399,,,,
,427399,0.02807779796421528,17,,
0.0001,427449,,,,
,427449,0.018377797678112984,17,,
0.0001,427499,,,,
,427499,0.05202812701463699,17,,
0.0001,427549,,,,
,427549,0.02842661738395691,17,,
0.0001,427599,,,,
,427599,0.04258902743458748,17,,
0.0001,427649,,,,
,427649,0.03516644611954689,17,,
0.0001,427699,,,,
,427699,0.027185285463929176,17,,
0.0001,427749,,,,
,427749,0.03395266830921173,17,,
0.0001,427799,,,,
,427799,0.01940515637397766,17,,
0.0001,427849,,,,
,427849,0.023325003683567047,17,,
0.0001,427899,,,,
,427899,0.03304406255483627,17,,
0.0001,427949,,,,
,427949,0.04798724129796028,17,,
0.0001,427999,,,,
,427999,0.019948961213231087,17,,
0.0001,428049,,,,
,428049,0.04688197374343872,17,,
0.0001,428099,,,,
,428099,0.030932411551475525,17,,
0.0001,428149,,,,
,428149,0.050844259560108185,17,,
0.0001,428199,,,,
,428199,0.04043019935488701,17,,
0.0001,428249,,,,
,428249,0.03747117146849632,17,,
0.0001,428299,,,,
,428299,0.051682233810424805,17,,
0.0001,428349,,,,
,428349,0.04343070462346077,17,,
0.0001,428399,,,,
,428399,0.034590017050504684,17,,
0.0001,428449,,,,
,428449,0.050159383565187454,17,,
0.0001,428499,,,,
,428499,0.025847095996141434,17,,
0.0001,428549,,,,
,428549,0.01647166721522808,17,,
0.0001,428599,,,,
,428599,0.04841901361942291,17,,
0.0001,428649,,,,
,428649,0.01666075550019741,17,,
0.0001,428699,,,,
,428699,0.03314080834388733,17,,
0.0001,428749,,,,
,428749,0.04100221022963524,17,,
0.0001,428799,,,,
,428799,0.01496933400630951,17,,
0.0001,428849,,,,
,428849,0.040544599294662476,17,,
0.0001,428899,,,,
,428899,0.045477304607629776,17,,
0.0001,428949,,,,
,428949,0.032300326973199844,17,,
0.0001,428999,,,,
,428999,0.05045108124613762,17,,
0.0001,429049,,,,
,429049,0.05127420276403427,17,,
0.0001,429099,,,,
,429099,0.03485697880387306,17,,
0.0001,429149,,,,
,429149,0.04700237512588501,17,,
0.0001,429199,,,,
,429199,0.04574000835418701,17,,
0.0001,429249,,,,
,429249,0.029973160475492477,17,,
0.0001,429299,,,,
,429299,0.0433180034160614,17,,
0.0001,429349,,,,
,429349,0.03995214030146599,17,,
0.0001,429399,,,,
,429399,0.029483096674084663,17,,
0.0001,429449,,,,
,429449,0.038545817136764526,17,,
0.0001,429499,,,,
,429499,0.02009829878807068,17,,
0.0001,429549,,,,
,429549,0.007181941531598568,17,,
0.0001,429599,,,,
,429599,0.040136467665433884,17,,
0.0001,429649,,,,
,429649,0.04241380840539932,17,,
0.0001,429699,,,,
,429699,0.046520572155714035,17,,
0.0001,429749,,,,
,429749,0.03392456844449043,17,,
0.0001,429799,,,,
,429799,0.04464556276798248,17,,
0.0001,429849,,,,
,429849,0.013043778017163277,17,,
0.0001,429899,,,,
,429899,0.019232163205742836,17,,
0.0001,429949,,,,
,429949,0.020800909027457237,17,,
0.0001,429999,,,,
,429999,0.04161453992128372,17,,
0.0001,430049,,,,
,430049,0.05390596389770508,17,,
0.0001,430099,,,,
,430099,0.03382710739970207,17,,
0.0001,430149,,,,
,430149,0.04882511496543884,17,,
0.0001,430199,,,,
,430199,0.03933731094002724,17,,
0.0001,430249,,,,
,430249,0.030749035999178886,17,,
0.0001,430299,,,,
,430299,0.05324934795498848,17,,
0.0001,430349,,,,
,430349,0.0036099692806601524,17,,
0.0001,430399,,,,
,430399,0.029504718258976936,17,,
0.0001,430449,,,,
,430449,0.03717880696058273,17,,
0.0001,430499,,,,
,430499,0.050612643361091614,17,,
0.0001,430549,,,,
,430549,0.027181679382920265,17,,
0.0001,430599,,,,
,430599,0.05118380859494209,17,,
0.0001,430649,,,,
,430649,0.00984160229563713,17,,
0.0001,430699,,,,
,430699,0.03172251209616661,17,,
0.0001,430749,,,,
,430749,0.02372351847589016,17,,
0.0001,430799,,,,
,430799,0.012993129901587963,17,,
0.0001,430849,,,,
,430849,0.045179855078458786,17,,
0.0001,430899,,,,
,430899,0.011999061331152916,17,,
0.0001,430949,,,,
,430949,0.022439738735556602,17,,
0.0001,430999,,,,
,430999,0.03642039746046066,17,,
0.0001,431049,,,,
,431049,0.033004797995090485,17,,
0.0001,431099,,,,
,431099,0.05301760882139206,17,,
0.0001,431149,,,,
,431149,0.012398268096148968,17,,
0.0001,431199,,,,
